,type,title,chapters,status,genres,favorites,popularity,rank,score,members,synopsis,volumns,authors,publish_time
573,manhwa,The Lady and the Beast,Unknown,Publishing,"Fantasy,Romance",9,#6270,#6994,7.1,"2,808","Following a life of bloodshed and heartbreak, the great Empress Martina is reborn as Astina, the genius daughter of a humble count. But her peaceful world is shattered when bankruptcy forces her father to marry her off to the dangerous Archduke Atalenta. All of high society knows him as ""Terriod the Beast"" because of a family curse that turned him into a wild monster. Luckily, even the deadly beast of Atalenta is no match for the former empress's mighty sword. Everyone is shocked when the new archduchess tames her husband all too easily and takes over as the family head. No one's more surprised than Astina, however, when her casual kiss returns Terriod to his human form. Not only does he resemble her past life lover, but he has no memory of her from his wolf days. Despite these awkward circumstances, can the new power couple join hands to rule over the archduchy?

(Source: Tappytoon)",Unknown,"Maginot Seon (Story), Hongseul (Art)","Sep  9, 2020 to ?"
574,manhwa,There Must Be Happy Endings,Unknown,Publishing,Romance,10,#11387,#6995,7.1,"1,313","The day Yeonu's contract marriage came to an end was also the day that she witnessed her soon-to-be ex-husband, Seonjae, die right in front of her eyes. But when a twist of fate has her travel 100 days back in time before the tragic accident, she decides to do everything she can to stop the accident from happening. With a second chance to make things right, Yeonu is determined to make sure that, this time around, they get their happy ending.

(Source: Webtoon Entertainment)",Unknown,"Flada (Story), Jaerim (Art)","Apr  23, 2021 to ?"
575,manhwa,The Build Up,Unknown,Publishing,Sports,3,#17004,#6996,7.1,713,"Maru Kang was just an ordinary kid with ordinary interests, until one day his father forces him to watch a soccer game on TV, sparking an obsession with the sport. Filled with determination, he sets a new goal for himself—to become an amazing soccer player! The only problem is, he has already been proclaimed the ""King of the Losers"" at his high school. Can Maru overcome the obstacles in his path and transform into a talented and successful soccer player?

(Source: Webtoon Entertainment)",Unknown,911 (Story & Art),"Jul  28, 2020 to ?"
576,manhwa,Memorize,Unknown,Publishing,"Action,Adventure,Fantasy",18,#4600,#6997,7.1,"3,990","Having been summoned to the alternate, game-like universe of the Whole Plane ten years ago by mysterious angelic beings, Soohyun has finally reached the Apex of the world. But at what cost? Using his privilege as the Apex, Soohyun invokes the power of Code Zero to go back ten years and rectify his past filled with tragedy.

(Source: NHN comico Corp.)",Unknown,"Jeongha (Art), Ro, Yu-jin (Story)","Sep  25, 2020 to ?"
577,manhwa,The Nuna at Our Office,65,Finished,Romance,24,#12318,#6998,7.1,"1,176","When Manager Son is sent to a new department, his boring office life takes a sweet turn. There, he meets Manager Ahn, an older colleague whose competence and charming aura leave him in awe. But as Manager Son grows closer to her, he realizes there's more to her strong, independent front than meets the eye. And soon enough, he begins to understand why office crushes can get complicated.

(Source: Webtoon Entertainment)",Unknown,"Palmeiro (Story), Wasakbasak (Art)","Sep  28, 2020 to Nov  8, 2021"
578,manhwa,How to Hide the Emperor's Child,Unknown,Publishing,"Drama,Fantasy",11,#7692,#6999,7.1,"2,206","Astelle, the empire's one-day empress, brought with her a secret when she left the palace after the divorce: she was pregnant with Emperor Kaizen's child. Six years later, Astelle is living a peaceful life in the countryside with their son until the imperial guards come knocking. Kaizen requires Astelle's consent to receive the key territory of Meilen. With the empire still in turmoil from a rebellion, will Astelle be able to hide her son's identity from these threatening forces, and more importantly, from his father, the emperor?

(Source: Tapas Media)",Unknown,"Lee, Yeonseon (Story), Ssal (Art)","Feb  3, 2022 to ?"
579,manhwa,Return of the Bloodthirsty Police,Unknown,Publishing,Action,0,#18095,#7001,7.1,641,"After being betrayed and killed by the organization he worked for, the infamous assassin Bi-Gwang reincarnates as Gyeongsoo Kim, a police officer. He vows to take revenge on Hwaguksa, the organization of killers that has betrayed him.

(Source: Naver Corporation, translated)",Unknown,"Lee, Yoon-Kyoon (Art), Lee, Jehwan (Story)","Apr  14, 2023 to ?"
580,manhwa,Yeonmo,44,Finished,"Drama,Romance",3,#14853,#7016,7.1,891,"The impossible happens in 15th century Korea.

A princess who was disguised as her dead twin brother by her mother became king. Once her true gender is found out, the female king is sentenced to death by drinking a lethal dose of poison.

This story details the events of that forgotten king's life.

(Source: MU)",11,"Lee, So Young (Story & Art)",2011 to  2014
581,manhwa,Roureville,24,Finished,"Adventure,Love,Comedy,Drama,Life,Supernatural",1,#24781,#7039,7.1,352,"Evan Pryce is a celebrated New York Times reporter, and true to his prominent journalistic lineage, he has just published an exclusive scoop that is brilliant enough to be considered for the Pulitzer Prize. Unfortunately, this also makes him easy prey to the many enemies he has made throughout his career. Instead of going in hiding, however, Evan decides to hole up at his press office - not the safest place for a man in Evan's situation. Unwilling to have his star reporter remain so vulnerable to attack, the Editor-in-Chief orders Evan to cover an out-of-state story: ""real"" ghost sightings in a secluded village in the countryside—an article too absurd to be handled by the New York Times. For lack of a better thing to do, Evan decides to  follow his editor's orders and drives across the Midwestern desert searching for a town nobody seems to have heard of. After ten days of driving by sleepy rural villages with zero results, our lost and exhausted New Yorker is just about ready to give up. But then suddenly, a road sign pointing to ""Roureville"" catches his eye, and he heaves a sigh of relief. Little does he know that the end of his long road trip is just the beginning of an incredible tale.

(Source: Netcomics)",3,"Hae, E. (Story & Art)","Sep  1, 2006 to Dec  18, 2009"
582,manhwa,Normal City,121,Finished,"Drama,Romance,Sci-Fi",3,#17087,#7066,7.1,707,"Normal City sets its background in a far future where mankind is on other planets and existence of ESPs is accepted.

However, ESPs are treated as a ""tool"" by the army.

The main character is code named ""Kitty 101"" by a scientist, Troll. Kitty 101 was biologically created by combining several strings of DNA with a man-made DNA. She was also given XY chromosome which turns her into a male on a regular basis. 

However, one of Troll's scientists, Jason Haven, stole baby Kitty 101 and ran away in order to save her from the experiments. At the same time, Jason Haven named her Mars Haven and brought her as his own daughter, cause she looked like his lost daughter.

Time passed. The scientist Troll, Samuel Jones by his real name, proceeded with his experiments on the ESPs under his disposal. 

(Source MU) ",15,"Kang, Kyungok (Story & Art)",Not available
583,manhwa,I'm at End of Your Sight,Unknown,Publishing,"Drama,Romance,Life",1,#17207,#7075,7.1,699,"Je-hyung who is left alone after his mother's death quits school and starts to work. On his way home he meets a girl who doesn't seem to have any place to go and brings her to his house. She disappears next morning, and three years later they meet again. ",Unknown,"Seo, Moon Da Mi (Story & Art)",2008 to ?
584,manhwa,Trump!,Unknown,Publishing,"Action,Comedy",6,#9208,#7079,7.1,"1,750","Jiyoung has been told about Trumps and the Rule to control Trumps from her maternal grandfather. When she goes to her new school, she encounters a super model that fights with a guy using special power that seems to be the one Jiyoung’ grandfather has been talking. Unfortunately she is involved to their fights involuntarily, and even meets them at her new school. She gets to know they are psychics called Trumps or Cards) who have special talents, mingling with them and she realizes she also has a special power. Is she also a trump or the rule? 

(Source: Diawon)",Unknown,"Jung, Hyun-Joo (Story & Art)",2008 to ?
585,manhwa,Island,46,Finished,"Action,Horror,Supernatural",32,#6022,#7156,7.09,"2,925","Miho, a woman of beauty, intelligence and temper, comes to Cheju Island to teach school and is immediately flung into a world of terror and the supernatural. A demon attacks her and she is saved by the chance appearance of a mystery man with seemingly only one mission... demon killing.

(Source: Tokyopop)",7,"Yoon, In-Wan (Story), Yang, Kyung-il (Art)",1997 to  2001
586,manhwa,Queens,26,Finished,"Comedy,Romance",3,#19340,#7167,7.09,571,"Pil-Hyun Jung is a pretty boy whose teddy bear making hobby drives his father insane. With his psycho dad constantly threatening to chop off his manly bits, Pil-Hyun is determined to put his feminine ways behind him. Making manhwa artist Bok-Nam, the author of “How to Escape From Being a Pretty Boy”, his mentor, he’s a little taken aback when he learns Bok-Nam’s true identity. Can he become a manly man?",5,"Ha, Sung-Hyun (Story & Art)",2003 to  2004
587,manhwa,The Girl's Winter,1,Finished,Drama,2,#17262,#7171,7.09,695,"She thought of dying, but never of the consequences on others...",Unknown,"Shin-jeong-min, Ahn (Story & Art)",2007
588,manhwa,Murim RPG Simulation,Unknown,Publishing,"Action,Adventure,Fantasy",7,#6860,#7204,7.09,"2,520","A scout in the infamous Demon Cult, Seolhwi is on a routine patrol when his squad unexpectedly encounters a fearsome master of the Mount Hua Sect, the sworn enemies of the Demon Cult. Without warning, the Mount Hua Cult master slaughters the entire squad. As Seolhwi lies dying, lamenting years of service to the cult with nothing to show for it, he is suddenly faced with a video game prompt, asking if he would like to start again. Given the opportunity to start over and make different choices, Seolhwi vows to survive and become stronger so he can rise to the top of the Demon Cult.

(Source: Webtoon Entertainment)",Unknown,"Cho, Hyung Geun (Story), Gwanghwi (Art)","Oct  6, 2021 to ?"
589,manhwa,Her Bucket List,58,Finished,"Drama,Romance",2,#21334,#7206,7.09,475,"Rari's entire world falls apart when her boyfriend dies. Overwhelmed with the pain of losing the love of her life, she decides to go through the bucket list they made together before joining him in death. Things take an unexpected turn when fate links her to Hansol, her neighbor who has a painful story of his own. The two embark on a journey to heal their wounds and learn there is more to life than trauma and heartbreak.

(Source: Webtoon Entertainment)",Unknown,"Hwangyang (Story), Sop (Art)","Sep  20, 2019 to Sep  19, 2020"
